Abbreviation,Number,Full Title,Raw Credits,Min Credits,Max Credits,Has Credit Range,Gen-Eds,Full Description
RELI,61,"First-Year Seminar: Religion, Magic, and Science",3.0,3.0,3.0,False,['HS'],"This course explores the ways in which religion, magic, and science are defined in the modern world and the different forms in which supernaturalism circulates within contemporary culture. Gen Ed: HS. Grading status: Letter grade. "
RELI,62,First-Year Seminar: A History of Heresy: Christian Dissent from the Gnostics to the Pentecostals,3.0,3.0,3.0,False,"['NA', 'WB']","Christian orthodox beliefs or practices often get formulated expressly to marginalize a viewpoint or community considered too radical. This course examines a variety of Western Christian dissenters and the authorities who opposed them: Gnostics; medieval, Spanish, and Latin American inquisitions; Protestant Anabaptists; witches; Galileo; Mormons; and Pentecostals. Gen Ed: NA, WB. Grading status: Letter grade. "
RELI,63,First-Year Seminar: The Archaeology of Qumran and the Dead Sea Scrolls,3.0,3.0,3.0,False,"['HS', 'WB']","In this seminar students learn about the Dead Sea Scrolls, ancient manuscripts dating to the time of Jesus from caves around the site of Qumran by the Dead Sea. They include early copies of the Hebrew Bible (Old Testament) and sectarian works belonging to the Jewish community that lived in Qumran. Gen Ed: HS, WB. Grading status: Letter grade. "
RELI,64,First-Year Seminar: Reintroducing Islam,3.0,3.0,3.0,False,"['PH', 'BN', 'GL']","An introduction to the Islamic religious tradition, focusing on major themes of Islamic religious thought, bringing out both traditional spirituality and the critical issues confronting Muslims today. Gen Ed: PH, BN, GL. Grading status: Letter grade. "
RELI,65,"First-Year Seminar: Myth, Philosophy, and Science in the Ancient World",3.0,3.0,3.0,False,"['PH', 'WB']","This course examines the conflicting ways in which ancient myth, science, and philosophy explained creation of the universe, origins of mankind, nature of dreams, and foundations of culture. Gen Ed: PH, WB. Grading status: Letter grade. "
RELI,66,First-Year Seminar: Buddhism in America: From the Buddha to the Beastie Boys,3.0,3.0,3.0,False,['PH'],"Introduces students to Buddhism and traces its history in the United States, highlighting the period since 1965. It focuses on immigrants, converts, and the cultural influence of Buddhism in America. Gen Ed: PH. Grading status: Letter grade. "
RELI,67,"First-Year Seminar: Nature, Culture, and Self-Identity: Religion in the Construction of Social Life",3.0,3.0,3.0,False,['SS'],"This course explores how different religious traditions conceive of human nature and cultural personhood, and the ways that these understandings are reflected in diverse forms of personal identity and public life. Gen Ed: SS. Grading status: Letter grade. "
RELI,68,"FYS: Charisma in Religion, Science, and Poetry Studies in the Entrepreneurial Imagination",3.0,3.0,3.0,False,['PH'],"A comparative examination of prophet, scientist, and poet as critics and creators of the entrepreneurial outlook and sensibility in individuals and organizations with special attention to innovator's dilemmas. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,69,First-Year Seminar: Gender and Sexuality in Contemporary Judaism,3.0,3.0,3.0,False,['SS'],"Taking a global perspective, the course compares the manners in which Jewish communities in America, Israel, Europe, Asia, and Africa have accommodated themselves to the changing norms in gender and sexuality in the last generation. Gen Ed: SS. Grading status: Letter grade. "
RELI,70,First-Year Seminar: Jesus in Scholarship and Film,3.0,3.0,3.0,False,['SS'],This seminar explores the ways the historical Jesus has been portrayed in the writings of modern scholars and films of the 20th and 21st centuries. Gen Ed: SS. Grading status: Letter grade. 
RELI,71,First-Year Seminar: Ethics and the Spirit of the New Capitalism,3.0,3.0,3.0,False,['PH'],What does it mean to be ethically literate in the age of information technology? Philosophical and historical inquiries into organizational practices and styles of life. Gen Ed: PH. Grading status: Letter grade. 
RELI,72,First-Year Seminar: Apocalypse Now? Messianic Movements in America,3.0,3.0,3.0,False,"['HS', 'NA']","This course explores the messianic idea in America as well as the messianic movements that have been active in the nation's history and their interaction with American society and culture. Gen Ed: HS, NA. Grading status: Letter grade. "
RELI,73,"First-Year Seminar: From Dragons to Pokemon: Animals in Japanese Myth, Folklore, and Religion",3.0,3.0,3.0,False,"['LA', 'BN', 'CI']","This course examines the cultural construction of animals in Japanese myth, folklore, and religion. Honors version availableGen Ed: LA, BN, CI. Grading status: Letter grade. "
RELI,74,"First-Year Seminar: Person, Time, and Religious Conduct",3.0,3.0,3.0,False,['PH'],"Within the vast field of activity called ""religion,"" this course examines how people and societies give meaning to the relation between human organisms and the universe in time and space. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,75,First-Year Seminar: Sacrifice and Surrender,3.0,3.0,3.0,False,"['PH', 'BN']","This course will consider the questions of debt, loss, and surrender as we explore the problem of sacrifice. Readings will address the associated problems of violence, transgression, and animality. Gen Ed: PH, BN. Grading status: Letter grade. "
RELI,76,First-Year Seminar: Money and Morality: Divining Value in Social Life,3.0,3.0,3.0,False,['SS'],"This seminar explores the many ways that different religions and cultures have imagined spiritual wealth, secular riches, and the appropriate modes of interaction between them in different places and times. Gen Ed: SS. Grading status: Letter grade. "
RELI,77,First-Year Seminar: Martyrs and Warriors: Religion and the Problem of Violence,3.0,3.0,3.0,False,"['PH', 'GL']","This seminar asks why some people choose to take life (their own or another's) for religious purposes and how texts, practices, and communities shape these motives. Focuses on martyrological traditions in Western religions, but also tracks idioms of war, sacrifice, and ritualized suffering in other religious contexts and secular discourses. Gen Ed: PH, GL. Grading status: Letter grade. "
RELI,78,First-Year Seminar: Reading the Bible: Now and Then,3.0,3.0,3.0,False,"['LA', 'WB']","An introduction to the interpretation of the Hebrew Bible/Old Testament. We will look at the biblical text as modern interpreters and through the eyes of the Bible's earliest Jewish and Christian interpreters with special attention to changing assumptions about how to read the Bible and the nature of Scripture itself. Gen Ed: LA, WB. Grading status: Letter grade. "
RELI,79,First-Year Seminar: Human Animals in Religion and Ethics,3.0,3.0,3.0,False,"['PH', 'GL']","This course investigates the figure of the human animal in religion and philosophy. What kind of animal is the human, and what separates humans from animals? We will consider how attending to distinctions between humans and animals can highlight varying ideological and religious viewpoints. Gen Ed: PH, GL. Grading status: Letter grade. "
RELI,80,First-Year Seminar: Religion and Writing in the Ancient World,3.0,3.0,3.0,False,"['HS', 'WB']","This seminar considers the role of writing as a technology in the shaping of ancient religious traditions, from the inventions of writing in Mesopotamia and Egypt to the advent of Islam. Topics include the early alphabet, magical/mystical uses of writing, religion and literacy, and the development of ""Scripture"" (e. g. , Bible, Qur'an). Gen Ed: HS, WB. Grading status: Letter grade. "
RELI,85,"First-Year Seminar: Sex, Marriage, and Family in Religion",3.0,3.0,3.0,False,"['PH', 'GL']","This course approaches the central role of discourses about sexual norms, marriage, and family in select religious traditions. It asks how religious traditions have defined and negotiated normative models for marriage and family in their connection to larger theological frameworks and religious source texts. Gen Ed: PH, GL. Grading status: Letter grade. "
RELI,88,First-Year Seminar: Religion and Society in Historical Novels,3.0,3.0,3.0,False,"['LA', 'WB']","In this seminar we will read several books. Most of them are bestsellers and can be described as ""historical novels. "" Having these books as a starting point, we will explore religion and society in Europe and the Middle East in the medieval and early modern period. Gen Ed: LA, WB. Grading status: Letter grade. "
RELI,89,First-Year Seminar: Special Topics,3.0,3.0,3.0,False,[],Special topics course. Content will vary each semester. Honors version availableRepeat rules: May be repeated for credit; may be repeated in the same term for different topics; 6 total credits. 2 total completions. Grading status: Letter grade. 
RELI,101,Introduction to Religious Studies,3.0,3.0,3.0,False,['SS'],An introduction to the academic study of religion that considers approaches to the interpretation of religion and includes study of several religious traditions. Gen Ed: SS. Grading status: Letter grade. 
RELI,102,World Religions,3.0,3.0,3.0,False,"['PH', 'BN']","This course examines forms of religious expression as embodied in several important religious traditions. It investigates religious experience; myth and ritual; teachings and scripture; historical, social, and artistic aspects of religion; and the nature and function of religion in society, with a special focus on ethics and values. Gen Ed: PH, BN. Grading status: Letter grade. "
RELI,103,Introduction to the Hebrew Bible/Old Testament Literature,3.0,3.0,3.0,False,"['BN', 'WB']","This course introduces students to the various books of the Hebrew Bible and to the history and culture of ancient Israel, focusing on the formation of national identity, ancient conceptualizations of divinity, ritual practice, and modes of social regulation, all of which are set against the background of the ancient Near East. Honors version availableGen Ed: BN, WB. Grading status: Letter grade. Same as: JWST 103. "
RELI,104,Introduction to the New Testament,3.0,3.0,3.0,False,"['PH', 'BN']","This course studies the New Testament from both a literary and a historical perspective, focusing on its origins in the land of Israel and moving into the eastern Mediterranean. In it students learn to wrestle with the nature of historical evidence, develop their skills for making argumentation, and learn how to analyze the philosophical and ethical claims of the ancient Christian texts, and participate in class debates on contemporary ethical issues. Honors version availableGen Ed: PH, BN. Grading status: Letter grade. "
RELI,105,Religions of the Greco-Roman World,3.0,3.0,3.0,False,"['HS', 'NA', 'WB']","An introduction to religions and the religious life of the ancient world (1000 BCE-300 CE) in various cultural settings: Greek cities, cosmopolitan Hellenistic kingdoms in Egypt and Syria, and the Roman Empire. Gen Ed: HS, NA, WB. Grading status: Letter grade. "
RELI,106,Introduction to Early Judaism,3.0,3.0,3.0,False,"['HS', 'BN', 'WB']","This course surveys Jewish history and religion during the Second Temple and Rabbinic periods, from the destruction of the First Jewish Temple (Solomon's Temple) in 586 BCE to the Muslim conquest of Palestine (640 CE). Gen Ed: HS, BN, WB. Grading status: Letter grade. Same as: JWST 106. "
RELI,107,Introduction to Modern Judaism,3.0,3.0,3.0,False,"['HS', 'GL']","The course offers a comprehensive understanding of the development of Judaism from the late Middle Ages to contemporary times. Gen Ed: HS, GL. Grading status: Letter grade. Same as: JWST 107. "
RELI,108,Classic Jewish Texts: From Bible and Dead Sea Scrolls to Kabbalah and Hassidism,3.0,3.0,3.0,False,"['HS', 'WB']","This course will explore Jewish literary works that are considered  ""fundamental,"" ""classic,"" ""traditional"" (often, all of the above), including the Hebrew Bible, the Mishnah, the Babylonian Talmud, midrashic collections, works by Maimonides, major codes of Jewish law, major kabbalistic, philosophic, poetic, and ethical works, hassidic compositions, and more. Gen Ed: HS, WB. Grading status: Letter grade. "
RELI,109,History and Culture of Ancient Israel,3.0,3.0,3.0,False,"['HS', 'BN', 'WB']","An examination extending from Hebrew origins to the Babylonian exile and including political history as well as social and religious institutions. Honors version availableGen Ed: HS, BN, WB. Grading status: Letter grade. "
RELI,110,The Archaeology of Palestine in the New Testament Period,3.0,3.0,3.0,False,"['HS', 'BN', 'WB']","This course surveys the archaeology of Palestine (modern Israel and Jordan) from the Persian period (ca. 586 BCE) to the Muslim conquest (640 CE). Gen Ed: HS, BN, WB. Grading status: Letter grade. Same as: CLAR 110, JWST 110. "
RELI,117,Culture of the Ancient Near East,3.0,3.0,3.0,False,"['BN', 'WB']","An overview of the history and culture of the ancient Near East, from the birth of writing through the first millennium BCE, covering the regions of Mesopotamia, Egypt, Anatolia, and Syria-Palestine. Gen Ed: BN, WB. Grading status: Letter grade. "
RELI,121,Introduction to Religion and Culture,3.0,3.0,3.0,False,['PH'],"An introductory course that explores relations between religion and culture through the examination of social theory and the analysis of case studies. The case studies focus on such issues as visual culture, ritual, media, gender, and politics. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,122,Introduction to Philosophical Approaches to Religion,3.0,3.0,3.0,False,['PH'],"An introduction to philosophical approaches to the study of religion, exploring such topics as religious language and experience, the problem of evil, the relation between religious belief and practice, and issues of religious diversity. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,123,Introduction to Jewish Studies,3.0,3.0,3.0,False,"['HS', 'GL']","An introduction to the broad scope of Jewish history, culture, and identity, from biblical times to the 21st century and from the Middle East to the New World. Gen Ed: HS, GL. Grading status: Letter grade. Same as: JWST 100. "
RELI,125,Heaven and Hell,3.0,3.0,3.0,False,"['PH', 'NA']","This course will explore cultural development and significance of religious notions of an afterlife. Are they coherent? What alternative notions of life after death can we imagine?Gen Ed: PH, NA. Grading status: Letter grade. "
RELI,126,"Reason, Faith, and God: Philosophy of Western Religion",3.0,3.0,3.0,False,"['PH', 'NA']","A philosophical inquiry into the problems of religious experience and belief, as expressed in philosophic, religious, and literary documents from traditional and contemporary sources. Honors version availableGen Ed: PH, NA. Grading status: Letter grade. Same as: PHIL 134. "
RELI,127,The Claims of Science and Religion,3.0,3.0,3.0,False,['PH'],"This course explores the sometimes competing, sometimes compatible claims of science and religion, including conflicting views about creation, miracles, rituals, revelation, and human nature. Global and historical case studies will enable students to consider claims to authority (religious, philosophical, medical, and scientific), types of proof, and ethical implications. Gen Ed: PH. Grading status: Letter grade. "
RELI,134,Introduction to Religious Ethics,3.0,3.0,3.0,False,['PH'],"A study of the nature, methods, and aims of ethics as seen in exemplary persons and actions with emphasis on religious and social context and contemporary problems. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,135,"Technology, the Self, and Ethical Problems",3.0,3.0,3.0,False,['PH'],Problems in the study of ethics in the new worlds of information technology. Gen Ed: PH. Grading status: Letter grade. 
RELI,138,Religious Freedom,3.0,3.0,3.0,False,"['PH', 'NA']","This course explores the development of religious liberty and freedom of conscience in Western culture by examining both the historical emergence of these concepts and important contemporary controversies. Gen Ed: PH, NA. Grading status: Letter grade. "
RELI,140,Religion in America,3.0,3.0,3.0,False,"['HS', 'NA', 'US']","An introduction to the history, themes, and issues in American religion from the precolonial period to the present. Honors version availableGen Ed: HS, NA, US. Grading status: Letter grade. "
RELI,141,African American Religions,3.0,3.0,3.0,False,"['HS', 'NA']","Survey of the historical development of various African American religious traditions, with emphasis on folk spirituality, gender issues, black nationalism, and the role of the church in the black community. Honors version availableGen Ed: HS, NA. Grading status: Letter grade. "
RELI,142,Catholicism in America,3.0,3.0,3.0,False,"['HS', 'NA']","An introduction to Roman Catholicism in the United States. Gen Ed: HS, NA. Grading status: Letter grade. "
RELI,143,Judaism in Our Time,3.0,3.0,3.0,False,"['SS', 'GL']","An examination of Judaism in its two major centers, demonstrating how different social and cultural environments shape very different interpretations and practices of the Jewish tradition. Gen Ed: SS, GL. Grading status: Letter grade. Same as: JWST 143. "
RELI,151,Religion in Latin America,3.0,3.0,3.0,False,"['HS', 'BN']","This course surveys the history of Latin American religious traditions from precontact to the present. It explores the contributions of African, indigenous, and European traditions as well as the extraordinary combinations that resulted from their interaction. Gen Ed: HS, BN. Grading status: Letter grade. "
RELI,161,Introduction to the History of Christian Traditions,3.0,3.0,3.0,False,"['HS', 'WB']","Analysis of continuities and innovations in the history of Christian traditions in the West and globally. Honors version availableGen Ed: HS, WB. Grading status: Letter grade. "
RELI,162,Catholicism Today: An Introduction to the Contemporary Catholic Church,3.0,3.0,3.0,False,"['HS', 'NA']","This course provides students with a first glimpse and insight into the Catholic tradition, past, present, and future: its beliefs, structure, aims, successes, and failures. Gen Ed: HS, NA. Grading status: Letter grade. "
RELI,163,Critical Issues in Western Religious Thought,3.0,3.0,3.0,False,['HS'],A consideration of major questions within and about religious thought. Gen Ed: HS. Grading status: Letter grade. 
RELI,164,"Heresy and Inquisition: Religion, Ethics, Marginalization",3.0,3.0,3.0,False,"['NA', 'WB']","During the Middle Ages and the early modern era, various inquisitions used legal inquiry and torture to determine the boundaries of heresy. This course surveys the influence of these regimes on the doctrine, practices, and morality of heretics, mystics, witches, Jews, and Muslims, in the interest of delimiting ""orthodox"" Catholicism. Gen Ed: NA, WB. Grading status: Letter grade. "
RELI,165,Mysticism,3.0,3.0,3.0,False,"['HS', 'WB']","Comparative study of mysticism in several religious traditions, Eastern and Western. Honors version availableGen Ed: HS, WB. Grading status: Letter grade. "
RELI,166,"Ideals, Cultures, and Rituals of the University",3.0,3.0,3.0,False,['PH'],"Permission of the instructor. A religious studies approach to the rituals, cultures, and disciplines of the university, assessing the ways in which explanatory ideals are embedded, changed, and promoted. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,167,Global Christianity,3.0,3.0,3.0,False,"['HS', 'GL']","Christianity began in Asia and Africa, followed by expansion into Europe and eventually the Americas. Now, the Global South again has the highest population of Christians. This course examines the geographical expansion of Christianity in its early history, then turns to modern and current processes of enculturation and globalization as well as inter-religious dynamics. Gen Ed: HS, GL. Grading status: Letter grade. "
RELI,180,Introduction to Islamic Civilization,3.0,3.0,3.0,False,"['HS', 'BN', 'WB']","A broad, comprehensive, and interdisciplinary introduction to the traditional civilization of the Muslim world. Students may not receive credit for both RELI 180/ASIA 180 and ASIA 138/HIST 138. Gen Ed: HS, BN, WB. Grading status: Letter grade. Same as: ASIA 180. "
RELI,181,Modern Muslim Societies,3.0,3.0,3.0,False,"['HS', 'BN']","This course surveys important developments in modern Muslim societies since the 16th century and up to the present. Topics covered include Muslim experiences with colonialism and nationalism, modernist reform movements, fundamentalism, women's activism and changes in Qur'an interpretation, Islamic law, and religious practice. Students may not receive credit for both RELI 181/ASIA 181 and ASIA 139/HIST 139. Gen Ed: HS, BN. Grading status: Letter grade. Same as: ASIA 181. "
RELI,183,Asian Religions,3.0,3.0,3.0,False,"['BN', 'WB']","An introduction to major religions of South Asia and East Asia, such as Hinduism, Sikhism, Buddhism, Confucianism, Daoism, and Shinto. Gen Ed: BN, WB. Grading status: Letter grade. Same as: ASIA 183. "
RELI,184,East Asian Religions,3.0,3.0,3.0,False,"['PH', 'BN']","This course surveys East Asian religions and their relationship with the natural world. It provides an East Asian religious perspective on environmental thought and an environmental perspective on East Asian religions. We will explore parallels and divergences, and how each can enrich and critique the other. Gen Ed: PH, BN. Grading status: Letter grade. "
RELI,185,Women/Gender/Islam,3.0,3.0,3.0,False,"['BN', 'GL']","A survey of gender roles in Muslim societies from the advent of Islam to the present. It explores how Muslims have interpreted the Qur'an to determine discourses on gender and sexuality and emphasizes the role of religious authority as well as historical/geographical contexts for Muslim women's lives. Honors version availableGen Ed: BN, GL. Grading status: Letter grade. "
RELI,196,Independent Study,3.0,3.0,3.0,False,[],Permission of the instructor. Subject matter will vary with instructor but will always be focused on a particular problem or issue. Repeat rules: May be repeated for credit. 6 total credits. 2 total completions. Grading status: Letter grade. 
RELI,201,Ancient Biblical Interpretation,3.0,3.0,3.0,False,"['LA', 'WB']","The course looks at the origins of biblical interpretation, how the Hebrew Bible was interpreted around the turn of the Common Era, the key formative period for early Christianity and rabbinic Judaism. We consider the nature of interpretation as an endeavor, as well as how the Bible came to be viewed as Scripture. Honors version availableGen Ed: LA, WB. Grading status: Letter grade. "
RELI,205,Sacrifice in the Ancient World,3.0,3.0,3.0,False,"['BN', 'WB']","This course examines the religious phenomenon of sacrifice with a focus on examples from the ancient Mediterranean world (including Greece, ancient Israel, and the Near East). Honors version availableGen Ed: BN, WB. Grading status: Letter grade. "
RELI,206,Prophecy and Divination in Ancient Israel and Judah,3.0,3.0,3.0,False,"['BN', 'WB']","An examination of prophecy and divination in the Israelite-Jewish traditions and in their environments, including an analysis of the major biblical prophets. Honors version availableGen Ed: BN, WB. Grading status: Letter grade. Same as: JWST 206. "
RELI,207,Jesus in the Early Christian Gospels,3.0,3.0,3.0,False,"['PH', 'NA', 'WB']","An analysis of the variety of traditions used in the first two centuries to portray Jesus, focusing on the reasons for this variety and the historical and literary problems it presents. Gen Ed: PH, NA, WB. Grading status: Letter grade. "
RELI,208,The Birth of Christianity,3.0,3.0,3.0,False,"['HS', 'NA', 'WB']","An analysis of the origin of the Christian church and its early expansion, with particular emphasis on the problems evident in the shift from a Jewish to a Gentile framework. Paul's role in defining and resolving the issues is considered in detail and evaluated in the light of subsequent events. Gen Ed: HS, NA, WB. Grading status: Letter grade. "
RELI,209,Varieties of Early Christianity,3.0,3.0,3.0,False,"['HS', 'NA', 'WB']","A study of various forms of Christianity in the second and third centuries (e. g. , Gnosticism, Marcionism, Montanism), focusing on their polemical relationship to orthodox Christianity. Honors version availableGen Ed: HS, NA, WB. Grading status: Letter grade. "
RELI,211,Classical Hebrew I:  A Linguistic Introduction to the Hebrew Bible,3.0,3.0,3.0,False,"['BN', 'WB']","An introduction to the culture and history of ancient Israel through an exploration of the language of the Hebrew Bible. Students will learn the essentials for basic engagement with biblical Hebrew, then consider what this linguistic evidence reveals about the historical and cultural background of the Hebrew Bible. Gen Ed: BN, WB. Grading status: Letter grade. Same as: JWST 211. "
RELI,212,Classical Hebrew II: A Linguistic Introduction to the Hebrew Bible,3.0,3.0,3.0,False,"['LA', 'BN']","This course explores the linguistic background of the Hebrew Bible, giving special attention to the literary aspect of biblical interpretation. Specific topics include the forms of the Hebrew verb, prose and poetic genres in the Hebrew Bible, wordplay and repetition, narration and dialogue. Requisites: Prerequisite, RELI 211. Gen Ed: LA, BN. Grading status: Letter grade. Same as: JWST 212. "
RELI,214,Early Christian Bodies and Ritual,3.0,3.0,3.0,False,"['HS', 'WB']","What did the earliest Christian churches look like? How did Christians worship, and what behaviors and gestures set them apart from other ancient communities? This course probes these questions, illustrating how different Christian groups developed different ways of regulating the body, food, space, and gender, and how this diversity still impacts contemporary global Christian cultures. Topics include the evolution of baptism, exorcism, marriage, speaking in tongues, and burial rites. Gen Ed: HS, WB. Grading status: Letter grade. "
RELI,215,"Eastern Christian Cultures: Middle East, Asia, Africa, and Eastern Europe",3.0,3.0,3.0,False,"['BN', 'GL']","Although Christianity is characteristically identified with ""the West"", the Middle East, Asia, and Africa have been home to native Christian populations for 2,000 years. This course surveys the diversity of these 300 million ""Eastern"" and/or ""Orthodox"" Christians, often marginalized in surveys of global Christianity. It highlights how these communities articulate their identities around particular linguistic, ritual, and cultural markers, and the struggle they face preserving these identities in the West following refugee and migrant experiences. Gen Ed: BN, GL. Grading status: Letter grade. "
RELI,217,Gnosticism,3.0,3.0,3.0,False,"['HS', 'WB']","A comprehensive survey of ancient Christian Gnosticism, one of the earliest and most long-lived branches of early Christianity, with principal readings drawn from the famous ""Nag Hammadi Library. "" Honors version availableGen Ed: HS, WB. Grading status: Letter grade. "
RELI,218,Christianity and Islam in the Middle Ages,3.0,3.0,3.0,False,"['HS', 'GL', 'WB']","This course draws on a variety of cultural documents to explore both the conflict and cross fertilization between the Christian and Islamic cultures of the Middle Ages. Readings and discussions in English. Previously offered as GERM 218. Gen Ed: HS, GL, WB. Grading status: Letter grade. Same as: GSLL 218. "
RELI,220,Religion and Medicine,3.0,3.0,3.0,False,"['PH', 'CI', 'GL']","This course will deal with various interactions of religion and health care in the past and present. Gen Ed: PH, CI, GL. Grading status: Letter grade. "
RELI,222,Modern Western Religious Thought,3.0,3.0,3.0,False,"['PH', 'NA']","Representative themes and approaches in the work of modern Western religious thinkers. Requisites: Prerequisite, PHIL 134 or RELI 122, 126, 140, 161, or 163. Gen Ed: PH, NA. Grading status: Letter grade. "
RELI,224,Modern Jewish Thought,3.0,3.0,3.0,False,"['PH', 'GL']","This course examines how contemporary thinkers have considered philosophy, ethics, and theology from a Jewish perspective. Methodological points of inquiry include: the role of interpretation in Judaism, revelation and redemption, authority and tradition, pluralism and inclusion, suffering and evil, gender and Jewish philosophy, and 20th-century approaches to God. Honors version availableGen Ed: PH, GL. Grading status: Letter grade. Same as: JWST 224. "
RELI,225,Christian Cultures,3.0,3.0,3.0,False,"['SS', 'GL']","This course explores the range of cultural manifestations of Christianity in the contemporary world, focusing particularly on differences of race, ethnicity, gender, geography, and class. Gen Ed: SS, GL. Grading status: Letter grade. "
RELI,226,Human Animals in Religion and Ethics,3.0,3.0,3.0,False,"['PH', 'GL']","This course investigates the figure of the human animal in religion and philosophy. What kind of animal is the human, and what separates humans from animals? We will consider how attending to distinctions between humans and animals can highlight varying ideological and religious viewpoints. Gen Ed: PH, GL. Grading status: Letter grade. "
RELI,227,Luther and the Bible,3.0,3.0,3.0,False,"['HS', 'WB']","The Reformation was seminal for the development of the modern world. This course will investigate Reformation literature written in the period from the end of the 15th century to the end of the 17th century, and will investigate how Reformation ideas resonate through today. Readings and discussions in English. Gen Ed: HS, WB. Grading status: Letter grade. Same as: GERM 227. "
RELI,232,Shrines and Pilgrimages,3.0,3.0,3.0,False,['SS'],An introduction to the study of shrines and pilgrimage in multiple cultural contexts. Gen Ed: SS. Grading status: Letter grade. 
RELI,233,Religion and Violence,3.0,3.0,3.0,False,"['HS', 'GL']","This course examines the problematic interplay between religion and violence. It engages and tests accusations that religion is inherently violent through the reading of sacred texts, historical cases, and critical theories. Gen Ed: HS, GL. Grading status: Letter grade. "
RELI,235,"Place, Space, and Religion",3.0,3.0,3.0,False,['VP'],A consideration of the attitudes toward place and space as they are expressed in religious ritual and artifact. Gen Ed: VP. Grading status: Letter grade. 
RELI,236,Religious Things,3.0,3.0,3.0,False,"['VP', 'NA']","An introduction to religion and visual culture in the United States. The course focuses on painting, ritual objects, and architecture. Gen Ed: VP, NA. Grading status: Letter grade. "
RELI,239,German Culture and the Jewish Question,3.0,3.0,3.0,False,"['HS', 'GL', 'NA']","A study of the role of Jews and the ""Jewish question"" in German culture from 1750 to the Holocaust and beyond. Discussions and texts (literary, political, theological) in English. Previously offered as GERM 270. Gen Ed: HS, GL, NA. Grading status: Letter grade. Same as: GSLL 270, CMPL 270, JWST 239. "
RELI,240,"Religion, Literature, and the Arts in America",3.0,3.0,3.0,False,"['LA', 'NA']","Engages literary, performing, and visual arts to explore religion in American culture. Honors version availableGen Ed: LA, NA. Grading status: Letter grade. "
RELI,241,Messianic Movements in American History,3.0,3.0,3.0,False,"['HS', 'NA']","The course examines messianic movements in American history raising the questions, What has been the impact of such movements on the nation? What makes America particularly conducive to such movements?Gen Ed: HS, NA. Grading status: Letter grade. "
RELI,242,New Religious Movements in America,3.0,3.0,3.0,False,"['SS', 'NA']","An introduction to new religious movements in the United States, with emphasis on the nature of conversion and the role of founders. Gen Ed: SS, NA. Grading status: Letter grade. "
RELI,243,Introduction to American Judaism,3.0,3.0,3.0,False,[],"Course provides a comprehensive introduction to American Judaism, its various movements, institutions, theological, and liturgical characteristics, as well as its standing within the larger framework of religious life in America. Grading status: Letter grade. Same as: JWST 243. "
RELI,244,Gender and Sexuality in Western Christianity,3.0,3.0,3.0,False,"['HS', 'NA']","An examination of the development of teachings on issues of gender and sexuality through the history of Western Christianity, with particular focus on contemporary controversies. Honors version availableGen Ed: HS, NA. Grading status: Letter grade. Same as: WGST 244. "
RELI,245,Latina/o Religions in the United States-Mexico Borderlands,3.0,3.0,3.0,False,['US'],"The goal of this course is to orient students in the great diversity of Latina and Latino religious formations in the United States today. Focusing on Indigenous, African, and Catholic Creole ""inspirations,"" this course will focus students to the emergence of a distinctly U. S. Latina/o religious experience. Honors version availableGen Ed: US. Grading status: Letter grade. "
RELI,246,"Supernatural Encounters: Zombies, Vampires, Demons, and the Occult in the Americas",3.0,3.0,3.0,False,"['SS', 'GL']","This course examines accounts of supernatural beings such as zombies and vampires and aims to understand them as popular ways of making sense of the world in the context of uneven and frequently unsettling processes of modernization, neoliberalism, and globalization. Honors version availableGen Ed: SS, GL. Grading status: Letter grade. "
RELI,247,"Uncertain Truths: Conspiracy Theories, Aliens, and Secret Societies in America",3.0,3.0,3.0,False,"['SS', 'NA']","This course examines the social dynamics of power, secrecy, paranoia, and suspicion, in order to explore the multiple relations between conspiracism, religious/magical thinking, and the social construction of truth. In addition to investigating the social and historical contexts that give rise to conspiracy thinking and the various shapes conspiracism takes in the modern world, students will consider conspiratorial lore as an important mode of political participation and contestation. Gen Ed: SS, NA. Grading status: Letter grade. "
RELI,248,Introduction to American Islam,3.0,3.0,3.0,False,"['SS', 'US']","This course surveys Muslim communities in North America in their religious, historical, political, social, and cultural dimensions. Discussion frames include methods for the study of American Muslims, the role of public and media representations of Islam and Muslims, and the place of American Muslims within the larger American religious landscape. Honors version availableGen Ed: SS, US. Grading status: Letter grade. "
RELI,263,Gender and Religion in Premodern Europe,3.0,3.0,3.0,False,"['HS', 'WB']","This course examines gender in the religious lives of premodern Europeans from 500-1700, both in daily life (marriage, sexuality, devotions) and among the religious elite (clergy, monks and nuns, mystics). Feminist history, masculinity studies, and sexuality studies will all be taught as historical methods, paired with primary source documents from medieval Christians. Honors version availableGen Ed: HS, WB. Grading status: Letter grade. Same as: HIST 263. "
